"affy_hg_u133a_2"	"entrezgene"
"212542_s_at"	55023
"205004_at"	55922
"206663_at"	6671
"218970_s_at"	51076
"210830_s_at"	5445
"201876_at"	5445
"218732_at"	51651
"219713_at"	23729
"201306_s_at"	10541
"205331_s_at"	51308
"220805_at"	3274
"205596_s_at"	64750
"209179_s_at"	79143
"211037_s_at"	79143
"210397_at"	1672
"213767_at"	8844
"213769_at"	8844
"221585_at"	27092
"62987_r_at"	27092
"221169_s_at"	59340
"221170_at"	59340
"205070_at"	54556
"220688_s_at"	51154
"207814_at"	1671
"221606_s_at"	79366
"221238_at"	79366
"204258_at"	1105
"206368_at"	10814
"207347_at"	2074
"205765_at"	1577
"214234_s_at"	1577
"214235_at"	1577
"207269_at"	1669
"217752_s_at"	55748
"202090_s_at"	10975
"209627_s_at"	26031
"209626_s_at"	26031
"206028_s_at"	10461
"211913_s_at"	10461
"221297_at"	55507
"204972_at"	4939
"220219_s_at"	55073
"220220_at"	55073
"220226_at"	79054
"206612_at"	786
"204789_at"	752
"205033_s_at"	1667
"205033_s_at"	728358
"215692_s_at"	744
"205413_at"	744
"214355_x_at"	643854
"215549_x_at"	643854
"207751_at"	NA
"203107_x_at"	NA
"202546_at"	8673
"215127_s_at"	NA
"207266_x_at"	NA
"203748_x_at"	NA
"209868_s_at"	NA
"213221_s_at"	23235
"208300_at"	5794
"201952_at"	214
"201951_at"	214
"201704_at"	955
"211830_s_at"	8911
"208299_at"	8911
"221631_at"	8911
"221853_s_at"	408050
"217225_x_at"	408050
"221852_at"	408050
"209192_x_at"	10524
"214258_x_at"	10524
"206689_x_at"	10524
"218336_at"	5202
"210817_s_at"	10241
"204905_s_at"	9521
"203479_s_at"	NA
"205065_at"	5167
"205066_s_at"	5167
"207790_at"	55227
"218816_at"	55227
"206541_at"	3818
"218571_s_at"	29082
"218572_at"	29082
"210239_at"	10265
"205033_s_at"	1668
"214839_at"	157627
"214839_at"	406907
"206002_at"	10149
"212595_s_at"	9802
"214334_x_at"	9802
"200794_x_at"	9802
"205955_at"	NA
"222070_at"	100134173
"57739_at"	100134173
"213013_at"	NA
"204929_s_at"	10791
"217779_s_at"	55629
"217779_s_at"	100996626
"201675_at"	8165
"201674_s_at"	8165
"210625_s_at"	8165
"210626_at"	8165
"219381_at"	65250
"217375_at"	NA
"220189_s_at"	11282
"203330_s_at"	NA
"207529_at"	1670
"204833_at"	9140
"213930_at"	9140
"213026_at"	9140
"201311_s_at"	6451
"201312_s_at"	6451
"201853_s_at"	994
"218487_at"	210
"218489_s_at"	210
"221943_x_at"	85001
"202028_s_at"	85001
"201106_at"	2879
"220484_at"	55283
"207428_x_at"	728642
"215329_s_at"	728642
"210474_s_at"	728642
"212401_s_at"	728642
"211289_x_at"	728642
"213262_at"	26278
"205187_at"	4090
"205188_s_at"	4090
"210178_x_at"	10772
"206095_s_at"	10772
"204299_at"	10772
"213594_x_at"	10772
"210178_x_at"	100996657
"206095_s_at"	100996657
"204299_at"	100996657
"213594_x_at"	100996657
"200886_s_at"	NA
"203674_at"	9931
"202891_at"	4817
"207356_at"	1673
"207356_at"	100289462
"207739_s_at"	643832
"215983_s_at"	NA
"206973_at"	8499
"208155_x_at"	729396
"208235_x_at"	729396
"207086_x_at"	729396
"206640_x_at"	729396
"207739_s_at"	729396
"217580_x_at"	64225
"210513_s_at"	7422
"210512_s_at"	7422
"211527_x_at"	7422
"212171_x_at"	7422
"218283_at"	51188
"203907_s_at"	9922
"203906_at"	9922
"211923_s_at"	57573
"217168_s_at"	9709
"200019_s_at"	2197
"209820_s_at"	10607
"204659_s_at"	10607
"221121_at"	NA
"213754_s_at"	NA
"209063_x_at"	NA
"210283_x_at"	NA
"211444_at"	NA
"210655_s_at"	2310
"204132_s_at"	2310
"217399_s_at"	2310
"217202_s_at"	NA
"206469_x_at"	22977
"216381_x_at"	22977
"218729_at"	56925
"220615_s_at"	55711
"202468_s_at"	8727
"201856_s_at"	51663
"201857_at"	51663
"213286_at"	51663
"33148_at"	51663
"222070_at"	373863
"57739_at"	373863
"212203_x_at"	10410
"211381_x_at"	10407
"207271_x_at"	10407
"210884_s_at"	10407
"219398_at"	63924
"214635_at"	9080
"205847_at"	64063
"208302_at"	57824
"208136_s_at"	81854
"205615_at"	1357
"208024_s_at"	85359
"221434_s_at"	81892
"203743_s_at"	6996
"209497_s_at"	83759
"207188_at"	100529145
"204034_at"	23474
"204341_at"	147166
"211687_x_at"	3811
"211389_x_at"	3811
"211688_x_at"	3811
"216907_x_at"	3811
"207313_x_at"	3811
"207314_x_at"	3811
"211687_x_at"	3812
"211389_x_at"	3812
"211688_x_at"	3812
"216907_x_at"	3812
"207313_x_at"	3812
"207314_x_at"	3812
"220399_at"	79854
"208149_x_at"	440081
"213378_s_at"	440081
"210206_s_at"	440081
"214259_s_at"	8574
"202139_at"	8574
"222170_at"	100507458
"218717_s_at"	55214
"219332_at"	79778
"200088_x_at"	NA
"200809_x_at"	NA
"221622_s_at"	55863
"213361_at"	23424
"208474_at"	9074
"203292_s_at"	55823
"220184_at"	NA
"221151_at"	56979
"211025_x_at"	1329
"213735_s_at"	1329
"202343_x_at"	1329
"200990_at"	10155
"212497_at"	93487
"212644_s_at"	93487
"212643_at"	93487
"208187_s_at"	NA
"212904_at"	57470
"205138_s_at"	10090
"205139_s_at"	10090
"210790_s_at"	56681
"201542_at"	56681
"201543_s_at"	56681
"217306_at"	NA
"215090_x_at"	9520
"214107_x_at"	9520
"201454_s_at"	9520
"201455_s_at"	9520
"205910_s_at"	1056
"205484_at"	27240
"217913_at"	27183
"213116_at"	4752
"211089_s_at"	4752
"214007_s_at"	NA
"212693_at"	23195
"40093_at"	4059
"203009_at"	4059
"215158_s_at"	9191
"211255_x_at"	9191
"202480_s_at"	9191
"205247_at"	4855
"200054_at"	8882
"217123_x_at"	5370
"221776_s_at"	NA
"200779_at"	NA
"203665_at"	3162
"212950_at"	221395
"212951_at"	221395
"210125_s_at"	8815
"204925_at"	1497
"36566_at"	1497
"218189_s_at"	54187
"208949_s_at"	3958
"41858_at"	27315
"215293_s_at"	27315
"213476_x_at"	347733
"202154_x_at"	347733
"214023_x_at"	347733
"209372_x_at"	347733
"206867_at"	2646
"214478_at"	6694
"222070_at"	100294336
"57739_at"	100294336
"204985_s_at"	79090
"209280_at"	9902
"37408_at"	9902
"218556_at"	29095
"212333_at"	25940
"212497_at"	NA
"203210_s_at"	5985
"203209_at"	5985
"213734_at"	5985
"202135_s_at"	10120
"222064_s_at"	80755
"205263_at"	8915
"207951_at"	1447
"212769_at"	7090
"206472_s_at"	7090
"212770_at"	7090
"222225_at"	NA
"208025_s_at"	8091
"222056_s_at"	51011
"218504_at"	51011
"222055_at"	51011
"204074_s_at"	9731
"204075_s_at"	9731
"222134_at"	8528
"207418_s_at"	8528
"220225_at"	50805
"218317_x_at"	100526831
"203615_x_at"	100526831
"209607_x_at"	100526831
"210580_x_at"	100526831
"204239_s_at"	4826
"220160_s_at"	11133
"213572_s_at"	1992
"212268_at"	1992
"210188_at"	NA
"219898_at"	54329
"221920_s_at"	51312
"218136_s_at"	51312
"211385_x_at"	6799
"207122_x_at"	6799
"215299_x_at"	6799
"219101_x_at"	79575
"202208_s_at"	10123
"202207_at"	10123
"202206_at"	10123
"202446_s_at"	5359
"202430_s_at"	5359
"221547_at"	NA
"202682_s_at"	375341
"202681_at"	375341
"202682_s_at"	100422952
"202681_at"	100422952
"210042_s_at"	1522
"209094_at"	23576
"208056_s_at"	863
"215334_at"	22979
"212779_at"	84162
"214929_s_at"	84162
"216294_s_at"	84162
"221863_at"	54531
"44822_s_at"	54531
"203282_at"	2632
"217797_at"	51506
"207369_at"	680
"221021_s_at"	56259
"219376_at"	NA
"207694_at"	5456
"210291_s_at"	7727
"210290_at"	7727
"205252_at"	7727
"216237_s_at"	4174
"201755_at"	4174
"222258_s_at"	23677
"218450_at"	50865
"200634_at"	5216
"211417_x_at"	NA
"215603_x_at"	NA
"209919_x_at"	NA
"208284_x_at"	NA
"207131_x_at"	NA
"207450_s_at"	11281
"200082_s_at"	NA
"206835_at"	6779
"215430_at"	2712
"216349_at"	NA
"64899_at"	64748
"218509_at"	64748
"216569_at"	NA
"215052_at"	9758
"209479_at"	25901
"216347_s_at"	23368
"221881_s_at"	NA
"218182_s_at"	9076
"220219_s_at"	NA
"204399_s_at"	24139
"204398_s_at"	24139
"204936_at"	5871
"208138_at"	2520
"213583_x_at"	NA
"206559_x_at"	NA
"204892_x_at"	NA
"207037_at"	8792
"217239_x_at"	NA
"219564_at"	3773
"218367_x_at"	27005
"216596_at"	26082
"203734_at"	55810
"218419_s_at"	79089
"201289_at"	3491
"210764_s_at"	3491
"221692_s_at"	64981
"35179_at"	NA
"222198_at"	NA
"207918_s_at"	64591
"217160_at"	64591
"200032_s_at"	NA
"203831_at"	22864
"208161_s_at"	8714
"209641_s_at"	8714
"214979_at"	8714
"222060_at"	NA
"201632_at"	1967
"206053_at"	22869
"206659_at"	NA
"218772_x_at"	55151
"211009_s_at"	10778
"211604_x_at"	9001
"211222_s_at"	9001
"217078_s_at"	11314
"209933_s_at"	11314
"218802_at"	55013
"215606_s_at"	23085
"201575_at"	22938
"215424_s_at"	22938
"219762_s_at"	25873
"214092_x_at"	10147
"213505_s_at"	10147
"212001_at"	10147
"64371_at"	10147
"212000_at"	10147
"221421_s_at"	81792
"205614_x_at"	NA
"216320_x_at"	NA
"217829_s_at"	10713
"217467_at"	NA
"37012_at"	832
"201950_x_at"	832
"201949_x_at"	832
"209678_s_at"	5584
"213518_at"	5584
"209677_at"	5584
"219569_s_at"	80723
"210567_s_at"	6502
"211042_x_at"	6502
"203625_x_at"	6502
"203626_s_at"	6502
"212288_at"	23048
"213940_s_at"	23048
"204066_s_at"	116987
"205155_s_at"	6712
"214032_at"	7535
"210948_s_at"	51176
"221558_s_at"	51176
"221557_s_at"	51176
"216062_at"	NA
"202696_at"	9943
"207187_at"	3718
"211108_s_at"	3718
"211109_at"	3718
"211508_s_at"	2689
"211151_x_at"	2689
"206195_x_at"	2689
"218932_at"	54680
"203401_at"	5634
"209229_s_at"	255043
"203865_s_at"	104
"207999_s_at"	104
"209979_at"	104
"1294_at"	100847079
"203281_s_at"	100847079
"221988_at"	79086
"219097_x_at"	79086
"208458_at"	6339
"219062_s_at"	54877
"219775_s_at"	NA
"220420_at"	NA
"208102_s_at"	5662
"211169_s_at"	5506
"206752_s_at"	1677
"201322_at"	506
"206874_s_at"	9748
"206875_s_at"	9748
"207641_at"	23495
"220990_s_at"	81671
"220990_s_at"	406991
"219304_s_at"	80310
"212784_at"	23152
"217588_at"	440278
"201584_s_at"	10212
"206765_at"	3759
"212898_at"	9675
"219973_at"	79642
"33132_at"	29894
"201639_s_at"	29894
"201638_s_at"	29894
"33132_at"	100126351
"201639_s_at"	100126351
"201638_s_at"	100126351
"33132_at"	100302196
"201639_s_at"	100302196
"201638_s_at"	100302196
"205972_at"	NA
"209229_s_at"	22870
"207254_at"	6564
"211349_at"	6564
"213584_s_at"	58487
"202979_s_at"	58487
"202977_s_at"	58487
"202978_s_at"	58487
"202042_at"	3035
"202608_s_at"	3340
"202607_at"	3340
"202936_s_at"	6662
"202935_s_at"	6662
"208522_s_at"	5727
"209815_at"	5727
"209816_at"	5727
"204128_s_at"	5983
"204127_at"	5983
"218126_at"	55177
"205928_at"	10224
"221621_at"	654434
"221621_at"	677781
"91580_at"	57408
"221612_at"	57408
"200825_s_at"	10525
"215312_at"	NA
"221880_s_at"	400451
"51158_at"	400451
"218337_at"	NA
"218025_s_at"	10455
"221423_s_at"	81555
"207556_s_at"	NA
"219221_at"	253461
"220602_s_at"	NA
"205990_s_at"	7474
"213425_at"	7474
"204788_s_at"	5498
"205313_at"	6928
"208135_at"	6928
"210333_at"	2516
"208601_s_at"	81027
"220063_at"	79807
"219890_at"	23601
"218413_s_at"	51193
"222000_at"	339448
"220947_s_at"	26000
"204166_at"	22904
"215760_s_at"	22904
"211063_s_at"	4690
"204725_s_at"	4690
"202682_s_at"	7375
"211800_s_at"	7375
"202681_at"	7375
"207640_x_at"	4917
"218368_s_at"	51330
"209403_at"	729873
"215090_x_at"	729873
"214107_x_at"	729873
"209403_at"	101060440
"215090_x_at"	101060440
"214107_x_at"	101060440
"209403_at"	101060471
"215090_x_at"	101060471
"214107_x_at"	101060471
"209403_at"	101060522
"215090_x_at"	101060522
"214107_x_at"	101060522
"218582_at"	54708
"212284_x_at"	677814
"210560_at"	2637
"215637_at"	95681
"212507_at"	23505
"215789_s_at"	55966
"215790_at"	55966
"215149_at"	55966
"206460_at"	55966
"210691_s_at"	NA
"201381_x_at"	NA
"200916_at"	NA
"212143_s_at"	3486
"210095_s_at"	3486
"209511_at"	5435
"207937_x_at"	2260
"211535_s_at"	2260
"215404_x_at"	2260
"207822_at"	2260
"206374_at"	1850
"210361_s_at"	NA
"207475_at"	2169
"218111_s_at"	55907
"208220_x_at"	266
"212184_s_at"	23118
"210284_s_at"	23118
"217801_at"	514
"206152_at"	116986
"215080_s_at"	116986
"208118_x_at"	NA
"220332_at"	10686
"200712_s_at"	22919
"200713_s_at"	22919
"202899_s_at"	6428
"208672_s_at"	6428
"208673_s_at"	6428
"218480_at"	60509
"217406_at"	NA
"207270_x_at"	10871
"217142_at"	NA
"216031_x_at"	NA
"222123_s_at"	64344
"222124_at"	64344
"219319_at"	64344
"209503_s_at"	5705
"204896_s_at"	5734
"204897_at"	5734
"209724_s_at"	7541
"208199_s_at"	7541
"201693_s_at"	1958
"201694_s_at"	1958
"207742_s_at"	2649
"211402_x_at"	2649
"210392_x_at"	2649
"210391_at"	2649
"201699_at"	NA
"201621_at"	4681
"37005_at"	4681
"201621_at"	100532736
"37005_at"	100532736
"208398_s_at"	9519
"213234_at"	57613
"209136_s_at"	NA
"204504_s_at"	8479
"217233_at"	NA
"212050_at"	147179
"212049_at"	147179
"212051_at"	147179
"214003_x_at"	26795
"41512_at"	8315
"209923_s_at"	8315
"213473_at"	8315
"209922_at"	8315
"206330_s_at"	53358
"213024_at"	7110
"221315_s_at"	27006
"212719_at"	23239
"221447_s_at"	83468
"217308_at"	26184
"214835_s_at"	NA
"202284_s_at"	1026
"220274_at"	79781
"208406_s_at"	9402
"213471_at"	261734
"216344_at"	261734
"204483_at"	2027
"220113_x_at"	84172
"202601_s_at"	27336
"202602_s_at"	27336
"209723_at"	5272
"209722_s_at"	5272
"218600_at"	80774
"205421_at"	6581
"219883_at"	25858
"210406_s_at"	NA
"201047_x_at"	NA
"202365_at"	100616329
"209757_s_at"	4613
"211377_x_at"	4613
"209756_s_at"	4613
"212626_x_at"	NA
"200014_s_at"	NA
"214737_x_at"	NA
"220790_s_at"	64232
"211381_x_at"	653423
"207271_x_at"	653423
"210884_s_at"	653423
"217382_at"	NA
"210846_x_at"	9830
"211044_at"	9830
"203148_s_at"	9830
"203147_s_at"	9830
"201573_s_at"	2107
"201574_at"	2107
"36830_at"	4285
"204305_at"	4285
"219113_x_at"	51171
"203661_s_at"	7111
"203662_s_at"	7111
"217019_at"	NA
"210243_s_at"	8703
"220032_at"	79974
"209843_s_at"	6663
"209842_at"	6663
"213666_at"	23157
"212415_at"	23157
"214298_x_at"	23157
"212413_at"	23157
"212414_s_at"	23157
"217350_at"	160313
"217350_at"	574449
"217013_at"	646282
"217014_s_at"	646282
"220836_at"	55628
"220835_s_at"	55628
"200904_at"	3133
"200905_x_at"	3133
"219290_x_at"	27071
"206757_at"	8654
"215649_s_at"	4598
"36907_at"	4598
"204056_s_at"	4598
"1487_at"	2101
"203193_at"	2101
"206450_at"	1621
"213482_at"	1795
"215169_at"	9906
"219112_at"	96459
"204487_s_at"	3784
"211217_s_at"	3784
"201519_at"	9868
"201512_s_at"	9868
"217379_at"	NA
"45714_at"	54985
"218537_at"	54985
"205720_at"	5443
"222021_x_at"	440993
"202253_s_at"	1785
"212115_at"	90861
"212109_at"	90861
"216031_x_at"	90861
"214771_x_at"	23164
"214694_at"	23164
"212197_x_at"	23164
"205227_at"	3556
"210233_at"	3556
"204158_s_at"	10312
"221920_s_at"	NA
"216666_at"	NA
"214649_s_at"	8898
"203211_s_at"	8898
"203212_s_at"	8898
"217851_s_at"	51012
"212977_at"	57007
"208682_s_at"	677799
"219396_s_at"	79661
"219396_s_at"	693216
"201069_at"	4313
"211498_s_at"	4824
"209706_at"	4824
"211497_x_at"	4824
"210919_at"	NA
"207022_s_at"	3948
"207005_s_at"	596
"203684_s_at"	596
"203685_at"	596
"217971_at"	8649
"220960_x_at"	NA
"221775_x_at"	NA
"214042_s_at"	NA
"208768_x_at"	NA
"217420_s_at"	5430
"202725_at"	5430
"220808_at"	51298
"215730_at"	100126324
"204746_s_at"	9463
"210247_at"	NA
"210315_at"	NA
"219706_at"	55317
"216778_s_at"	1538
"216779_at"	1538
"216619_at"	85865
"207118_s_at"	NA
"215738_at"	100861554
"211801_x_at"	55669
"207098_s_at"	55669
"217043_s_at"	55669
"209583_s_at"	4345
"209582_s_at"	4345
"204574_s_at"	4327
"204575_s_at"	4327
"201042_at"	7052
"211573_x_at"	7052
"211003_x_at"	7052
"216183_at"	7052
"202141_s_at"	10920
"202142_at"	10920
"202143_s_at"	10920
"214260_at"	10920
"215338_s_at"	4820
"202379_s_at"	4820
"202380_s_at"	4820
"215339_at"	4820
"208919_s_at"	65220
"215159_s_at"	65220
"208917_x_at"	65220
"208918_s_at"	65220
"213607_x_at"	65220
"214720_x_at"	NA
"220738_s_at"	27330
"206314_at"	55888
"201481_s_at"	5834
"219739_at"	54546
"221750_at"	3157
"205822_s_at"	3157
"211462_s_at"	90665
"220146_at"	51284
"214033_at"	653190
"203328_x_at"	3416
"203327_at"	3416
"217496_s_at"	3416
"207561_s_at"	9311
"213216_at"	23252
"206595_at"	1474
"219938_s_at"	9050
"200697_at"	3098
"205729_at"	9180
"203686_at"	4350
"208926_at"	4758
"38707_r_at"	1874
"202248_at"	1874
"221389_at"	30814
"201966_at"	4720
"220832_at"	51311
"206675_s_at"	6498
"217591_at"	6498
"218437_s_at"	54585
"209780_at"	57157
"217097_s_at"	57157
"215286_s_at"	57157
"206786_at"	3347
"212316_at"	23225
"212315_s_at"	23225
"213947_s_at"	23225
"220035_at"	23225
"203649_s_at"	5320
"220798_x_at"	79948
"209954_x_at"	6760
"202816_s_at"	6760
"202817_s_at"	6760
"216684_s_at"	6760
"200858_s_at"	NA
"221207_s_at"	26960
"221872_at"	5918
"206391_at"	5918
"206392_s_at"	5918
"218474_s_at"	54442
"212836_at"	10714
"202397_at"	NA
"203301_s_at"	9988
"216348_at"	NA
"216438_s_at"	7114
"203807_x_at"	1442
"206475_x_at"	1442
"202493_x_at"	1442
"208293_x_at"	1442
"208342_x_at"	1442
"208341_x_at"	1442
"208294_x_at"	1442
"208357_x_at"	1442
"208295_x_at"	1442
"211739_x_at"	1442
"205958_x_at"	1442
"207285_x_at"	1442
"208356_x_at"	1442
"203807_x_at"	1444
"206475_x_at"	1444
"202493_x_at"	1444
"208342_x_at"	1444
"208341_x_at"	1444
"208357_x_at"	1444
"211739_x_at"	1444
"208356_x_at"	1444
"203807_x_at"	2688
"206475_x_at"	2688
"202493_x_at"	2688
"208293_x_at"	2688
"208342_x_at"	2688
"208341_x_at"	2688
"208294_x_at"	2688
"208357_x_at"	2688
"208295_x_at"	2688
"211739_x_at"	2688
"205958_x_at"	2688
"207285_x_at"	2688
"208356_x_at"	2688
"204597_x_at"	6781
"204596_s_at"	6781
"204595_s_at"	6781
"207176_s_at"	941
"208751_at"	8775
"206491_s_at"	8775
"207428_x_at"	NA
"215329_s_at"	NA
"210474_s_at"	NA
"212401_s_at"	NA
"211289_x_at"	NA
"219484_at"	29915
"213458_at"	317662
"213463_s_at"	317662
"213896_x_at"	317662
"220575_at"	80039
"220575_at"	100129396
"205696_s_at"	2674
"202705_at"	9133
"219575_s_at"	84342
"207185_at"	6554
"215870_s_at"	5322
"206178_at"	5322
"215871_at"	5322
"217085_at"	NA
"201920_at"	6574
"204078_at"	10609
"214273_x_at"	8131
"210672_s_at"	8131
"203289_s_at"	8131
"219578_s_at"	NA
"215229_at"	NA
"219421_at"	23548
"221878_at"	388969
"65472_at"	388969
"218135_at"	51290
"209683_at"	81553
"208092_s_at"	81553
"219755_at"	57332
"205122_at"	100526694
"205123_s_at"	100526694
"206403_at"	9745
"220423_at"	26279
"212619_at"	23306
"212621_at"	23306
"44790_s_at"	NA
"219471_at"	NA
"217418_x_at"	931
"210356_x_at"	931
"208795_s_at"	407014
"208476_s_at"	55691
"208475_at"	55691
"208795_s_at"	407050
"203461_at"	1106
"203461_at"	100507217
"208589_at"	57113
"205122_at"	8577
"205123_s_at"	8577
"219011_at"	57664
"221197_s_at"	1103
"202439_s_at"	NA
"217432_s_at"	NA
"206342_x_at"	NA
"221416_at"	64600
"205558_at"	7189
"221125_s_at"	NA
"207918_s_at"	728395
"217160_at"	728395
"218507_at"	29923
"210810_s_at"	9152
"222243_s_at"	NA
"218109_s_at"	64747
"214291_at"	NA
"210389_x_at"	51174
"221326_s_at"	51174
"207856_s_at"	150776
"200038_s_at"	26791
"200023_s_at"	8665
"200865_at"	8665
"204232_at"	2207
"211931_s_at"	10151
"206808_at"	10151
"206809_s_at"	10151
"211933_s_at"	10151
"200012_x_at"	100131205
"217111_at"	NA
"218260_at"	79016
"204179_at"	4151
"219986_s_at"	80724
"220455_at"	23539
"216986_s_at"	3662
"204562_at"	3662
"216987_at"	3662
"217848_s_at"	5464
"217774_s_at"	51504
"203764_at"	9787
"213283_s_at"	6297
"222025_s_at"	26873
"217154_s_at"	1908
"208399_s_at"	1908
"202442_at"	1176
"213112_s_at"	8878
"201471_s_at"	8878
"211628_x_at"	NA
"213018_at"	57798
"208503_s_at"	57798
"214718_at"	57798
"219465_at"	336
"219466_s_at"	336
"207918_s_at"	728403
"217160_at"	728403
"209403_at"	84218
"209403_at"	101060303
"209403_at"	101060351
"209403_at"	101060376
"209403_at"	101060389
"209403_at"	101060403
"209403_at"	101060421
"209403_at"	101060489
"209403_at"	101060506
"201760_s_at"	55884
"210285_x_at"	NA
"205684_s_at"	55667
"218569_s_at"	55709
"218570_at"	55709
"213936_x_at"	6439
"214354_x_at"	6439
"209810_at"	6439
"37004_at"	6439
"202419_at"	2531
"209790_s_at"	839
"211464_x_at"	839
"219752_at"	8437
"220846_s_at"	NA
"209436_at"	10418
"213994_s_at"	10418
"213993_at"	10418
"209437_s_at"	10418
"207412_x_at"	1057
"209906_at"	719
"211203_s_at"	1272
"209725_at"	27340
"217008_s_at"	2917
"207548_at"	2917
"217008_s_at"	100996542
"207548_at"	100996542
"221079_s_at"	55798
"222276_at"	55798
"203228_at"	5050
"211791_s_at"	8514
"203402_at"	8514
"218432_at"	26273
"212538_at"	23348
"215238_s_at"	23348
"215041_s_at"	23348
"215237_at"	23348
"213254_at"	23112
"222104_x_at"	2967
"211166_at"	202134
"215133_s_at"	202134
"214945_at"	202134
"211166_at"	100507387
"215133_s_at"	100507387
"214945_at"	100507387
"201191_at"	5306
"201192_s_at"	5306
"201190_s_at"	5306
"206625_at"	5961
"208358_s_at"	7368
"207863_at"	141
"201391_at"	10131
"219410_at"	55076
"207558_s_at"	5308
"200745_s_at"	2782
"200744_s_at"	2782
"200746_s_at"	2782
"206166_s_at"	9635
"206164_at"	9635
"217528_at"	9635
"206165_s_at"	9635
"205538_at"	7464
"396_f_at"	2057
"37986_at"	2057
"209962_at"	2057
"215054_at"	2057
"209963_s_at"	2057
"204719_at"	10351
"210926_at"	440915
"217337_at"	NA
"201492_s_at"	6171
"203604_at"	9658
"203880_at"	NA
"210118_s_at"	3552
"208155_x_at"	26749
"207086_x_at"	26749
"206640_x_at"	26749
"207739_s_at"	26749
"208155_x_at"	100101629
"207086_x_at"	100101629
"206640_x_at"	100101629
"207739_s_at"	100101629
"208544_at"	151
"221039_s_at"	50807
"208155_x_at"	729408
"207086_x_at"	729408
"206640_x_at"	729408
"207739_s_at"	729408
"207918_s_at"	7258
"217160_at"	7258
"207918_s_at"	728137
"217160_at"	728137
"207918_s_at"	100289087
"217160_at"	100289087
"200619_at"	10992
"204534_at"	645832
"218995_s_at"	1906
"220115_s_at"	1008
"219575_s_at"	64146
"218457_s_at"	1788
"222005_s_at"	2785
"221252_s_at"	83445
"219716_at"	80830
"211385_x_at"	6817
"203615_x_at"	6817
"209607_x_at"	6817
"215299_x_at"	6817
"222242_s_at"	25818
"209029_at"	50813
"214435_x_at"	5898
"218171_at"	9525
"215880_at"	4669
"204360_s_at"	4669
"210246_s_at"	6833
"205881_at"	7625
"218309_at"	55450
"221430_s_at"	81847
"219206_x_at"	51643
"210107_at"	1179
"202796_at"	11346
"205067_at"	3553
"39402_at"	3553
"215938_s_at"	8398
"210647_x_at"	8398
"204691_x_at"	8398
"218246_at"	79594
"213821_s_at"	NA
"214575_s_at"	566
"222116_s_at"	NA
"200641_s_at"	NA
"215793_at"	9108
"215464_s_at"	30851
"209154_at"	30851
"212803_at"	4665
"216017_s_at"	4665
"208155_x_at"	2577
"208235_x_at"	2577
"207086_x_at"	2577
"207663_x_at"	2577
"206640_x_at"	2577
"207739_s_at"	2577
"208155_x_at"	2579
"208235_x_at"	2579
"207086_x_at"	2579
"207663_x_at"	2579
"206640_x_at"	2579
"207739_s_at"	2579
"208155_x_at"	26748
"208235_x_at"	26748
"207086_x_at"	26748
"207663_x_at"	26748
"206640_x_at"	26748
"207739_s_at"	26748
"208155_x_at"	645073
"208235_x_at"	645073
"207086_x_at"	645073
"207663_x_at"	645073
"206640_x_at"	645073
"207739_s_at"	645073
"208155_x_at"	100008586
"208235_x_at"	100008586
"207086_x_at"	100008586
"207663_x_at"	100008586
"206640_x_at"	100008586
"207739_s_at"	100008586
"221986_s_at"	54800
"221985_at"	54800
"206551_x_at"	54800
"204794_at"	1844
"215963_x_at"	NA
"209300_s_at"	25977
"222090_at"	100134713
"212897_at"	23097
"211706_s_at"	23097
"212899_at"	23097
"215826_x_at"	90485
